,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CAIC_Weather_Date,BC Zone,ElevTL,Elev,Temp,MxTp,MnTp,DewP,RH,Spd,Dir,Gst,Pcp1,Pcp24,PcpAc,Sno24,SWE24,SnoHt,SWE,storm,days_since_storm,numberObservations,aspectMode
21,21,550,4,2017-12-22,Front Range,>TL,3682.0,-14.333333333333336,-8.0,-18.0,-18.33333333333333,72.0,29.0,330.0,53.66666666666666,,,,,,,,no,32,3,N
22,22,576,4,2017-12-23,Front Range,>TL,3682.0,-11.333333333333336,-11.333333333333336,-14.333333333333336,-14.333333333333336,79.33333333333333,42.66666666666666,259.3333333333333,74.0,,,,,,,,no,33,1,N
23,23,602,4,2017-12-24,Front Range,>TL,3682.0,-16.666666666666668,-11.333333333333336,-20.33333333333333,-24.0,53.0,44.33333333333334,272.3333333333333,76.66666666666667,,,,,,,,no,34,11,SE
24,24,628,4,2017-12-25,Front Range,>TL,3682.0,-10.0,-9.333333333333334,-16.666666666666668,-12.666666666666664,82.0,24.5,290.0,59.0,,,,,,,,no,35,5,N
25,25,654,4,2017-12-26,Front Range,>TL,3682.0,-9.333333333333334,-9.333333333333334,-11.333333333333336,-14.0,69.66666666666667,36.0,263.3333333333333,68.33333333333333,,,,,,,,no,36,10,N
26,26,680,4,2017-12-27,Front Range,>TL,3682.0,-8.333333333333334,-8.333333333333334,-12.0,-16.333333333333332,53.0,32.0,258.0,64.66666666666667,,,,,,,,no,37,6,E
27,27,706,4,2017-12-28,Front Range,>TL,3682.0,-6.333333333333332,-6.333333333333332,-8.666666666666666,-15.666666666666664,48.33333333333334,47.66666666666666,302.0,79.66666666666667,,,,,,,,no,38,1,N
28,28,732,4,2017-12-29,Front Range,>TL,3682.0,-4.0,-4.0,-7.333333333333332,-14.666666666666664,44.66666666666666,44.0,197.0,71.66666666666667,,,,,,,,no,39,0,
29,29,758,4,2017-12-30,Front Range,>TL,3682.0,-1.6666666666666667,-1.6666666666666667,-5.333333333333333,-17.0,34.333333333333336,54.66666666666666,265.6666666666667,104.66666666666669,,,,,,,,no,40,0,
30,30,784,4,2017-12-31,Front Range,>TL,3682.0,-11.666666666666664,-1.0,-12.333333333333336,-15.0,77.66666666666667,24.33333333333333,213.66666666666663,41.333333333333336,,,,,,,,no,41,0,
31,31,810,4,2018-01-01,Front Range,>TL,3682.0,-7.333333333333332,-7.333333333333332,-13.0,-23.33333333333333,31.66666666666667,39.0,295.6666666666667,64.33333333333333,,,,,,,,no,42,3,E
32,32,836,4,2018-01-02,Front Range,>TL,3682.0,-15.666666666666664,-6.666666666666668,-18.0,-24.0,55.33333333333334,27.33333333333333,213.3333333333333,45.0,,,,,,,,no,43,0,
33,33,862,4,2018-01-03,Front Range,>TL,3682.0,-6.666666666666668,-6.666666666666668,-15.666666666666664,-19.0,39.333333333333336,31.66666666666667,306.3333333333333,48.0,,,,,,,,no,44,2,SE
34,34,888,4,2018-01-04,Front Range,>TL,3682.0,-5.666666666666668,-3.6666666666666665,-8.333333333333334,-24.0,29.0,20.0,194.3333333333333,33.666666666666664,,,,,,,,no,45,0,
35,35,914,4,2018-01-05,Front Range,>TL,3682.0,-4.666666666666667,-4.333333333333333,-7.666666666666668,-11.0,61.0,31.0,310.3333333333333,52.0,,,,,,,,no,46,0,
36,36,940,4,2018-01-06,Front Range,>TL,3682.0,-4.333333333333333,-3.6666666666666665,-7.333333333333332,-10.0,66.66666666666667,33.333333333333336,288.0,55.0,,,,,,,,no,47,0,
37,37,966,4,2018-01-07,Front Range,>TL,3682.0,-10.666666666666666,-4.0,-11.333333333333336,-13.666666666666664,79.33333333333333,36.333333333333336,317.3333333333333,56.0,,,,,,,,no,48,3,E
38,38,992,4,2018-01-08,Front Range,>TL,3682.0,-0.3333333333333333,-0.3333333333333333,-11.333333333333336,-15.0,37.66666666666666,36.66666666666666,271.0,52.33333333333334,,,,,,,,no,49,1,SE
39,39,1018,4,2018-01-09,Front Range,>TL,3682.0,-3.0,1.6666666666666667,-6.0,-6.666666666666668,75.66666666666667,26.66666666666667,193.66666666666663,54.0,,,,,,,,no,50,0,
40,40,1044,4,2018-01-10,Front Range,>TL,3682.0,-5.0,-0.6666666666666666,-6.0,-9.0,74.66666666666667,21.33333333333333,269.0,39.0,,,,,,,,no,51,0,
41,41,1070,4,2018-01-11,Front Range,>TL,3682.0,-16.666666666666668,-5.0,-17.333333333333332,-20.0,76.66666666666667,44.33333333333334,298.6666666666667,67.33333333333333,,,,,,,,no,52,0,
42,42,1096,4,2018-01-12,Front Range,>TL,3682.0,-11.0,-10.666666666666666,-16.666666666666668,-14.0,79.0,39.0,307.6666666666667,76.0,,,,,,,,no,53,1,N
43,43,1122,4,2018-01-13,Front Range,>TL,3682.0,-11.333333333333336,-10.333333333333334,-13.0,-14.666666666666664,77.66666666666667,39.0,293.6666666666667,58.33333333333334,,,,,,,,no,54,4,E
44,44,1148,4,2018-01-14,Front Range,>TL,3682.0,-7.666666666666668,-7.666666666666668,-11.666666666666664,-16.666666666666668,50.33333333333334,39.0,323.0,59.66666666666666,,,,,,,,no,55,1,E
45,45,1174,4,2018-01-15,Front Range,>TL,3682.0,-11.0,-6.333333333333332,-11.0,-13.666666666666664,82.0,28.66666666666667,209.3333333333333,53.33333333333334,,,,,,,,no,56,0,
46,46,1200,4,2018-01-16,Front Range,>TL,3682.0,-10.0,-10.0,-18.33333333333333,-29.66666666666667,27.33333333333333,16.666666666666668,183.0,24.66666666666667,,,,,,,,no,57,0,
47,47,1226,4,2018-01-17,Front Range,>TL,3682.0,-9.0,-8.0,-11.0,-14.666666666666664,63.0,15.666666666666664,234.0,31.33333333333333,,,,,,,,no,58,0,
48,48,1252,4,2018-01-18,Front Range,>TL,3682.0,-4.666666666666667,-4.666666666666667,-10.0,-18.0,38.66666666666666,24.0,210.3333333333333,44.33333333333334,,,,,,,,no,59,0,
49,49,1278,4,2018-01-19,Front Range,>TL,3682.0,0.0,0.0,-4.666666666666667,-9.666666666666666,49.66666666666666,56.33333333333334,268.3333333333333,100.0,,,,,,,,no,60,0,
50,50,1304,4,2018-01-20,Front Range,>TL,3682.0,-2.333333333333333,0.6666666666666666,-5.0,-10.0,54.66666666666666,30.66666666666667,229.0,62.33333333333334,,,,,,,,no,61,0,
51,51,1330,4,2018-01-21,Front Range,>TL,3682.0,-16.333333333333332,-1.3333333333333333,-16.666666666666668,-19.0,80.0,17.0,116.0,31.33333333333333,,,,,,,,no,62,0,
52,52,1356,4,2018-01-22,Front Range,>TL,3682.0,-18.0,-15.666666666666664,-20.666666666666668,-22.33333333333333,70.33333333333333,23.66666666666667,221.3333333333333,40.66666666666666,,,,,,,,no,63,2,N
53,53,1382,4,2018-01-23,Front Range,>TL,3682.0,-16.333333333333332,-15.0,-18.666666666666668,-20.0,76.0,37.0,302.0,55.66666666666666,,,,,,,,no,64,0,
54,54,1408,4,2018-01-24,Front Range,>TL,3682.0,-8.666666666666666,-8.666666666666666,-16.333333333333332,-16.333333333333332,55.33333333333334,30.33333333333333,204.0,48.0,,,,,,,,no,65,0,
55,55,1434,4,2018-01-25,Front Range,>TL,3682.0,-4.333333333333333,-4.0,-8.666666666666666,-19.666666666666668,33.666666666666664,33.666666666666664,239.66666666666663,55.33333333333334,,,,,,,,no,66,0,
56,56,1460,4,2018-01-26,Front Range,>TL,3682.0,-17.333333333333332,-2.333333333333333,-17.333333333333332,-21.33333333333333,73.66666666666667,34.333333333333336,295.3333333333333,56.0,,,,,,,,no,67,0,
57,57,1486,4,2018-01-27,Front Range,>TL,3682.0,-13.333333333333336,-13.333333333333336,-19.0,-22.66666666666667,47.33333333333334,34.0,290.3333333333333,52.0,,,,,,,,no,68,1,E
58,58,1512,4,2018-01-28,Front Range,>TL,3682.0,-10.666666666666666,-10.666666666666666,-14.0,-13.666666666666664,79.66666666666667,47.0,298.3333333333333,71.66666666666667,,,,,,,,no,69,0,
59,59,1538,4,2018-01-29,Front Range,>TL,3729.25,-8.0,-8.0,-11.333333333333336,-12.5,61.0,26.5,297.0,50.66666666666666,,,,,,,,no,70,0,
60,60,1564,4,2018-01-30,Front Range,>TL,3729.25,-3.25,-3.0,-8.0,-13.25,39.75,52.75,296.25,75.33333333333333,,,,,,,,no,71,0,
61,61,1590,4,2018-01-31,Front Range,>TL,3729.25,-5.25,-1.75,-6.25,-11.5,51.75,61.5,263.5,90.33333333333331,,,,,,,,no,72,0,
62,62,1617,4,2018-02-01,Front Range,>TL,3729.25,-9.5,-5.25,-10.25,-10.75,82.5,39.75,287.75,79.0,,,,,,,,no,73,0,
63,63,1644,4,2018-02-02,Front Range,>TL,3729.25,-5.75,-5.75,-9.5,-7.0,78.75,55.25,291.5,79.33333333333333,,,,,,,,no,74,1,E
64,64,1671,4,2018-02-03,Front Range,>TL,3729.25,-9.0,-3.75,-9.5,-9.75,82.0,60.75,304.0,93.0,,,,,,,,no,75,0,
65,65,1698,4,2018-02-04,Front Range,>TL,3729.25,-7.75,-7.0,-9.25,-9.25,79.5,46.5,273.75,77.33333333333333,,,,,,,,no,76,1,SE
66,66,1725,4,2018-02-05,Front Range,>TL,3729.25,-10.25,-5.75,-10.5,-11.25,82.75,38.5,293.75,82.66666666666667,,,,,,,,no,77,0,
67,67,1752,4,2018-02-06,Front Range,>TL,3729.25,-11.75,-9.25,-13.75,-13.0,80.0,20.75,322.25,38.333333333333336,,,,,,,,no,78,2,E
68,68,1779,4,2018-02-07,Front Range,>TL,3729.25,-11.25,-11.0,-14.5,-12.75,78.25,38.5,314.75,67.0,,,,,,,,no,79,0,
69,69,1806,4,2018-02-08,Front Range,>TL,3729.25,-7.75,-7.5,-11.25,-9.5,76.25,36.5,259.25,62.66666666666666,,,,,,,,no,80,2,E
70,70,1833,4,2018-02-09,Front Range,>TL,3729.25,-7.0,-5.5,-8.5,-9.0,76.5,56.0,263.75,78.66666666666667,,,,,,,,no,81,0,
71,71,1860,4,2018-02-10,Front Range,>TL,3729.25,-13.0,-5.5,-13.0,-15.5,80.25,37.75,331.25,52.33333333333334,,,,,,,,no,82,0,
72,72,1887,4,2018-02-11,Front Range,>TL,3729.25,-16.0,-13.0,-21.0,-20.75,67.25,23.5,302.25,41.333333333333336,,,,,,,,no,83,1,SE
73,73,1914,4,2018-02-12,Front Range,>TL,3729.25,-8.5,-8.5,-16.0,-11.75,69.5,19.5,204.75,37.0,,,,,,,,no,84,3,E
74,74,1941,4,2018-02-13,Front Range,>TL,3729.25,-8.25,-6.75,-10.5,-11.0,73.25,48.25,266.75,68.0,,,,,,,,no,85,3,E
75,75,1968,4,2018-02-14,Front Range,>TL,3729.25,-6.5,-6.25,-9.75,-9.75,69.75,63.25,263.75,91.0,,,,,,,,no,86,0,
76,76,1995,4,2018-02-15,Front Range,>TL,3729.25,-11.75,-5.25,-12.0,-13.75,79.5,31.0,223.25,43.33333333333334,,,,,,,,no,87,0,
77,77,2022,4,2018-02-16,Front Range,>TL,3729.25,-11.75,-10.75,-19.25,-21.25,49.0,28.0,264.0,52.66666666666666,,,,,,,,no,88,0,
78,78,2049,4,2018-02-17,Front Range,>TL,3729.25,-10.5,-9.0,-15.75,-20.75,41.0,43.25,276.25,72.0,,,,,,,,no,89,0,
79,79,2076,4,2018-02-18,Front Range,>TL,3729.25,-4.75,-4.75,-10.5,-14.25,41.25,78.25,267.75,108.66666666666669,,,,,,,,no,90,0,
80,80,2103,4,2018-02-19,Front Range,>TL,3729.25,-7.75,-3.25,-9.5,-12.5,60.0,43.75,229.25,74.0,,,,,,,,no,91,0,
81,81,2130,4,2018-02-20,Front Range,>TL,3729.25,-20.75,-6.75,-22.25,-25.75,70.0,35.75,271.75,45.0,,,,,,,,no,92,0,
82,82,2157,4,2018-02-21,Front Range,>TL,3729.25,-16.25,-16.25,-22.75,-26.0,44.0,33.25,238.75,50.0,,,,,,,,no,93,0,
83,83,2184,4,2018-02-22,Front Range,>TL,3729.25,-14.0,-12.5,-17.0,-17.0,75.25,14.5,215.75,20.5,,,,,,,,no,94,0,
84,84,2211,4,2018-02-23,Front Range,>TL,3729.25,-14.25,-13.25,-18.5,-22.25,49.5,25.0,231.5,43.0,,,,,,,,no,95,0,
85,85,2238,4,2018-02-24,Front Range,>TL,3729.25,-21.75,-11.75,-23.75,-26.5,71.25,38.25,295.5,68.33333333333333,,,,,,,,no,96,0,
86,86,2265,4,2018-02-25,Front Range,>TL,3729.25,-20.0,-19.0,-22.0,-24.25,72.0,54.5,312.25,78.0,,,,,,,,no,97,2,SE
87,87,2292,4,2018-02-26,Front Range,>TL,3729.25,-9.75,-9.75,-20.0,-20.75,39.0,53.5,256.75,75.33333333333333,,,,,,,,no,98,0,
88,88,2319,4,2018-02-27,Front Range,>TL,3729.25,-7.75,-6.5,-10.5,-19.5,36.0,29.0,268.25,56.0,,,,,,,,no,99,0,
89,89,2346,4,2018-02-28,Front Range,>TL,3729.25,-11.25,-6.25,-14.0,-16.5,61.75,15.25,304.75,32.333333333333336,,,,,,,,no,100,1,SE
90,90,2373,4,2018-03-01,Front Range,>TL,3729.25,-7.75,-7.75,-14.25,-16.75,44.5,18.0,255.25,29.33333333333333,,,,,,,,no,101,0,
91,91,2400,4,2018-03-02,Front Range,>TL,3729.25,-4.5,-4.25,-10.25,-13.0,44.75,40.25,251.0,57.33333333333334,,,,,,,,no,102,0,
92,92,2427,4,2018-03-03,Front Range,>TL,3729.25,-1.25,-1.25,-5.5,-15.5,31.0,29.5,240.0,62.33333333333334,,,,,,,,no,103,0,
93,93,2454,4,2018-03-04,Front Range,>TL,3729.25,-4.5,1.0,-6.75,-19.5,29.75,43.25,243.25,78.66666666666667,,,,,,,,no,104,0,
94,94,2481,4,2018-03-05,Front Range,>TL,3729.25,-19.75,-4.0,-21.75,-24.5,70.25,56.75,285.0,81.0,,,,,,,,no,105,0,
95,95,2508,4,2018-03-06,Front Range,>TL,3729.25,-17.0,-17.0,-21.75,-21.25,70.0,27.0,222.0,45.33333333333334,,,,,,,,no,106,0,
96,96,2535,4,2018-03-07,Front Range,>TL,3729.25,-10.75,-10.75,-17.0,-21.0,41.0,24.5,225.5,39.66666666666666,,,,,,,,no,107,0,
97,97,2562,4,2018-03-08,Front Range,>TL,3729.25,-5.75,-5.75,-10.75,-12.5,51.75,37.0,286.0,71.0,,,,,,,,no,108,0,
98,98,2589,4,2018-03-09,Front Range,>TL,3729.25,-6.25,-3.5,-10.0,-12.0,53.5,42.0,289.25,66.0,,,,,,,,no,109,0,
99,99,2616,4,2018-03-10,Front Range,>TL,3729.25,-10.5,-4.5,-11.5,-11.75,81.0,27.5,296.25,49.0,,,,,,,,no,110,0,
100,100,2643,4,2018-03-11,Front Range,>TL,3729.25,-5.5,-5.5,-14.25,-19.25,32.5,13.5,151.25,20.33333333333333,,,,,,,,no,111,1,SE
101,101,2670,4,2018-03-12,Front Range,>TL,3729.25,-6.75,-2.25,-9.25,-12.75,52.75,36.25,280.75,58.0,,,,,,,,no,112,0,
102,102,2697,4,2018-03-13,Front Range,>TL,3729.25,-6.25,-5.5,-10.5,-10.5,62.25,11.25,298.5,21.5,,,,,,,,no,113,0,
103,103,2724,4,2018-03-14,Front Range,>TL,3729.25,-4.5,-3.0,-7.25,-8.25,64.5,18.25,216.25,29.33333333333333,,,,,,,,no,114,0,
104,104,2751,4,2018-03-15,Front Range,>TL,3729.25,-2.25,1.0,-5.5,-7.25,58.5,13.5,238.75,23.5,,,,,,,,no,115,0,
105,105,2778,4,2018-03-16,Front Range,>TL,3729.25,-12.0,-0.5,-12.0,-14.0,80.0,47.5,296.0,69.66666666666667,,,,,,,,no,116,3,N
106,106,2805,4,2018-03-17,Front Range,>TL,3729.25,-6.25,-6.25,-13.0,-14.25,46.5,18.25,226.75,35.333333333333336,,,,,,,,no,117,1,SE
107,107,2832,4,2018-03-18,Front Range,>TL,3729.25,-6.25,-2.0,-9.5,-15.25,43.5,9.75,127.5,22.0,,,,,,,,no,118,0,
108,108,2859,4,2018-03-19,Front Range,>TL,3729.25,-13.5,-5.5,-15.75,-16.25,76.25,18.0,248.5,31.66666666666667,,,,,,,,no,119,0,
109,109,2886,4,2018-03-20,Front Range,>TL,3729.25,-14.0,-11.25,-15.75,-16.5,78.5,34.25,300.5,56.33333333333334,,,,,,,,no,120,0,
110,110,2913,4,2018-03-21,Front Range,>TL,3729.25,-7.5,-7.5,-14.0,-8.75,77.25,18.25,287.0,38.66666666666666,,,,,,,,no,121,0,
111,111,2940,4,2018-03-22,Front Range,>TL,3729.25,-0.5,-0.5,-7.5,-3.25,66.5,31.5,203.25,38.66666666666666,,,,,,,,no,122,0,
112,112,2967,4,2018-03-23,Front Range,>TL,3729.25,-4.75,1.25,-4.75,-4.5,87.5,43.25,278.75,67.33333333333333,,,,,,,,no,123,0,
113,113,2994,4,2018-03-24,Front Range,>TL,3729.25,-4.25,-3.0,-10.25,-13.5,50.25,19.5,247.25,44.66666666666666,,,,,,,,no,124,4,E
114,114,3021,4,2018-03-25,Front Range,>TL,3729.25,-3.0,0.0,-7.5,-11.75,43.0,19.75,228.5,47.33333333333334,,,,,,,,no,125,0,
115,115,3048,4,2018-03-26,Front Range,>TL,3729.25,-7.5,-0.5,-10.5,-12.75,58.5,23.5,248.0,46.66666666666666,,,,,,,,no,126,0,
116,116,3075,4,2018-03-27,Front Range,>TL,3729.25,-8.5,-4.5,-13.0,-10.25,78.75,16.75,169.0,28.66666666666667,,,,,,,,no,127,0,
117,117,3102,4,2018-03-28,Front Range,>TL,3729.25,-9.75,-4.75,-12.75,-11.25,80.25,33.25,304.75,46.0,,,,,,,,no,128,0,
118,118,3129,4,2018-03-29,Front Range,>TL,3729.25,-11.5,-8.5,-14.25,-13.5,78.25,39.75,293.75,61.0,,,,,,,,no,129,5,E
119,119,3156,4,2018-03-30,Front Range,>TL,3729.25,-7.75,-7.75,-11.5,-10.75,69.75,52.5,290.75,68.33333333333333,,,,,,,,no,130,5,E
120,120,3183,4,2018-03-31,Front Range,>TL,3729.25,-5.25,-2.75,-7.75,-8.75,64.25,55.75,289.75,72.0,,,,,,,,no,131,2,E
